Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Debuff :: Shadow Mantle
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) [areis]+ (?<type>surround)ed by a (?<source>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:14:53 : surround   : black mantle              : MyosMoo                   :                           :              :              :       
16:14:53 : surround   : black mantle              : MyosMoo                   :                           :              :              :       
16:14:54 : surround   : psychic shield            : Nibenay                   :                           :              :              :       
16:15:00 : surround   : protective shield         : Szmz                      :                           :              :              :       
16:15:00 : surround   : protective shield         : Hold                      :                           :              :              :       
16:15:00 : surround   : protective shield         : JMc                       :                           :              :              :       
16:15:01 : surround   : black mantle              : nvwu                      :                           :              :              :       
16:15:01 : surround   : protective shield         : CloudA                    :                           :              :              :       
16:15:01 : surround   : black mantle              : YOU                       :                           :              :              :       
16:15:02 : surround   : black mantle              : fcd                       :                           :              :              :       
16:15:02 : surround   : protective shield         : Szmz                      :                           :              :              :       
16:15:03 : surround   : black mantle              : YOU                       :                           :              :              :       
16:15:04 : surround   : protective shield         : Breeze                    :                           :              :              :       
16:15:05 : surround   : black mantle              : YOU                       :                           :              :              :       
16:15:07 : surround   : black mantle              : YOU                       :                           :              :              :       
16:15:07 : surround   : black mantle              : Breeze                    :                           :              :              :       
16:15:09 : surround   : black mantle              : JMc                       :                           :              :              :       
16:15:09 : surround   : black mantle              : JMc                       :                           :              :              :       
16:15:10 : surround   : black mantle              : ysmf                      :                           :              :              :       
16:15:12 : surround   : divine shield             : CaliSent                  :                           :              :              :       
16:15:12 : surround   : divine shield             : Prodriver                 :                           :              :              :       
16:15:12 : surround   : divine shield             : Manshoon                  :                           :              :              :       
16:15:12 : surround   : protective shield         : Manshoon                  :                           :              :              :       
16:15:12 : surround   : divine shield             : HolyThug                  :                           :              :              :       
16:15:12 : surround   : divine shield             : Tibins                    :                           :              :              :       
16:15:12 : surround   : divine shield             : Healn                     :                           :              :              :       
16:15:12 : surround   : divine shield             : Toy                       :                           :              :              :       
16:15:12 : surround   : divine shield             : Liquid                    :                           :              :              :       
16:15:13 : surround   : divine shield             : Tibins                    :                           :              :              :       
16:15:13 : surround   : divine shield             : Manshoon                  :                           :              :              :       
16:15:13 : surround   : protective shield         : Manshoon                  :                           :              :              :       
16:15:13 : surround   : divine shield             : Liquid                    :                           :              :              :       
16:15:13 : surround   : divine shield             : HolyThug                  :                           :              :              :       
16:15:13 : surround   : divine shield             : Toy                       :                           :              :              :       
16:15:14 : surround   : divine shield             : Prodriver                 :                           :              :              :       
16:15:14 : surround   : divine shield             : CaliSent                  :                           :              :              :       
16:15:14 : surround   : divine shield             : Tibins                    :                           :              :              :       
16:15:14 : surround   : divine shield             : Healn                     :                           :              :              :       
16:15:15 : surround   : protective shield         : Hold                      :                           :              :              :       
16:15:16 : surround   : protective shield         : Vaginex                   :                           :              :              :       
16:15:17 : surround   : protective shield         : CloudA                    :                           :              :              :       
16:15:17 : surround   : black mantle              : Tibins                    :                           :              :              :       
16:15:18 : surround   : protective shield         : Vaginex                   :                           :              :              :       
16:15:19 : surround   : black mantle              : CaliSent                  :                           :              :              :       
16:15:19 : surround   : black mantle              : CaliSent                  :                           :              :              :       
16:15:19 : surround   : black mantle              : Liquid                    :                           :              :              :       
16:15:19 : surround   : black mantle              : champagne                 :                           :              :              :       
16:15:21 : surround   : black mantle              : Vaginex                   :                           :              :              :       
16:15:22 : surround   : black mantle              : Prodriver                 :                           :              :              :       
16:15:22 : surround   : black mantle              : Prodriver                 :                           :              :              :       
16:15:22 : surround   : black mantle              : Prodriver                 :                           :              :              :       
16:15:23 : surround   : black mantle              : HolyThug                  :                           :              :              :       
16:15:24 : surround   : black mantle              : Healn                     :                           :              :              :       
16:15:24 : surround   : divine shield             : Manshoon                  :                           :              :              :       
16:15:24 : surround   : protective shield         : Manshoon                  :                           :              :              :       
16:15:25 : surround   : black mantle              : Healn                     :                           :              :              :       
16:15:26 : surround   : protective shield         : Hold                      :                           :              :              :       
16:15:34 : surround   : divine shield             : SPA                       :                           :              :              :       
16:15:34 : surround   : divine shield             : FYms                      :                           :              :              :       
16:15:36 : surround   : protective shield         : XJY                       :                           :              :              :       
16:15:38 : surround   : divine shield             : lii                       :                           :              :              :       
16:15:40 : surround   : divine shield             : lii                       :                           :              :              :       
16:15:42 : surround   : divine shield             : SPA                       :                           :              :              :       
16:15:50 : surround   : divine shield             : lii                       :                           :              :              :       
