Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Damage :: Bleed
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) takes? (?<value>\d*) .*(?<source>damage) from (?<type>.*)ing[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:21:18 : bleed      : damage                    : TheHerp                   :                           :              :              : 42    
16:21:18 : bleed      : damage                    : Zadok                     :                           :              :              : 44    
16:21:18 : bleed      : damage                    : TheHerp                   :                           :              :              : 45    
16:21:18 : bleed      : damage                    : Zadok                     :                           :              :              : 59    
16:21:19 : bleed      : damage                    : TheHerp                   :                           :              :              : 60    
16:21:19 : bleed      : damage                    : Zadok                     :                           :              :              : 76    
16:21:19 : bleed      : damage                    : TheHerp                   :                           :              :              : 54    
16:21:19 : bleed      : damage                    : Warrior                   :                           :              :              : 53    
16:21:19 : bleed      : damage                    : Zadok                     :                           :              :              : 106   
16:21:19 : bleed      : damage                    : TheHerp                   :                           :              :              : 41    
16:21:19 : bleed      : damage                    : Warrior                   :                           :              :              : 61    
16:21:20 : bleed      : damage                    : Zadok                     :                           :              :              : 44    
16:21:20 : bleed      : damage                    : TheHerp                   :                           :              :              : 63    
16:21:20 : bleed      : damage                    : Zadok                     :                           :              :              : 81    
16:21:20 : bleed      : damage                    : TheHerp                   :                           :              :              : 68    
16:21:20 : bleed      : damage                    : TheHerp                   :                           :              :              : 50    
16:21:22 : bleed      : damage                    : TheHerp                   :                           :              :              : 57    
16:21:22 : bleed      : damage                    : TheHerp                   :                           :              :              : 57    
16:21:22 : bleed      : damage                    : TheHerp                   :                           :              :              : 35    
16:21:23 : bleed      : damage                    : TheHerp                   :                           :              :              : 59    
16:21:23 : bleed      : damage                    : TheHerp                   :                           :              :              : 48    
16:21:23 : bleed      : damage                    : TheHerp                   :                           :              :              : 58    
16:21:23 : bleed      : damage                    : TheHerp                   :                           :              :              : 42    
16:21:24 : bleed      : damage                    : TheHerp                   :                           :              :              : 33    
16:21:24 : bleed      : damage                    : TheHerp                   :                           :              :              : 51    
16:21:24 : bleed      : damage                    : TheHerp                   :                           :              :              : 38    
16:21:35 : bleed      : damage                    : CCJFsD                    :                           :              :              : 31    
16:21:36 : bleed      : damage                    : tickles                   :                           :              :              : 33    
16:21:36 : bleed      : damage                    : CCJFsD                    :                           :              :              : 15    
16:21:36 : bleed      : damage                    : tickles                   :                           :              :              : 26    
16:21:36 : bleed      : damage                    : CCJFsD                    :                           :              :              : 37    
16:21:37 : bleed      : damage                    : tickles                   :                           :              :              : 33    
16:21:37 : bleed      : damage                    : CCJFsD                    :                           :              :              : 29    
16:21:38 : bleed      : damage                    : tickles                   :                           :              :              : 21    
16:21:38 : bleed      : damage                    : CCJFsD                    :                           :              :              : 23    
16:21:39 : bleed      : damage                    : tickles                   :                           :              :              : 79    
16:21:39 : bleed      : damage                    : CCJFsD                    :                           :              :              : 18    
16:21:40 : bleed      : damage                    : tickles                   :                           :              :              : 41    
16:21:40 : bleed      : damage                    : CCJFsD                    :                           :              :              : 37    
16:21:40 : bleed      : damage                    : Uther                     :                           :              :              : 25    
16:21:41 : bleed      : damage                    : tickles                   :                           :              :              : 36    
16:21:41 : bleed      : damage                    : CCJFsD                    :                           :              :              : 29    
16:21:41 : bleed      : damage                    : tickles                   :                           :              :              : 25    
16:21:41 : bleed      : damage                    : CCJFsD                    :                           :              :              : 39    
16:21:42 : bleed      : damage                    : tickles                   :                           :              :              : 28    
16:21:42 : bleed      : damage                    : CCJFsD                    :                           :              :              : 35    
16:21:43 : bleed      : damage                    : tickles                   :                           :              :              : 26    
16:21:43 : bleed      : damage                    : CCJFsD                    :                           :              :              : 40    
16:21:44 : bleed      : damage                    : tickles                   :                           :              :              : 32    
16:21:44 : bleed      : damage                    : CCJFsD                    :                           :              :              : 39    
16:21:44 : bleed      : damage                    : tickles                   :                           :              :              : 73    
16:21:44 : bleed      : damage                    : CCJFsD                    :                           :              :              : 24    
16:21:44 : bleed      : damage                    : Soda                      :                           :              :              : 40    
