Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: Apos
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.+)[r']+[s]? (?<ability>.+'+.+) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:16:55 : heal       : Roka                      : Roka                      : Relgor's Restorative Elixir :              :              : 8     
16:17:15 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 36    
16:17:16 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 36    
16:17:16 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 36    
16:17:16 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 36    
16:17:16 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 36    
16:17:16 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:17 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:17 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:17 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:17 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:17 : heal       : Selee                     : Selee                     : Relgor's Restorative Elixir :              :              : 14    
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:17:47 : heal       : sudo                      : sudo                      : Relgor's Restorative Elixir :              :              : 5     
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:09 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : LeiBruc                   : LeiBruc                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : LeiBruc                   : LeiBruc                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : LeiBruc                   : LeiBruc                   : Relgor's Restorative Elixir :              :              : 5     
16:18:10 : heal       : KERDC                     : KERDC                     : Relgor's Restorative Elixir :              :              : 12    
16:18:10 : heal       : Bourbon                   : Bourbon                   : Relgor's Restorative Elixir :              :              : 5     
16:18:29 : heal       : Sniper                    : Sniper                    : Relgor's Restorative Elixir :              :              : 3     
16:18:29 : heal       : Sniper                    : Sniper                    : Relgor's Restorative Elixir :              :              : 3     
16:18:30 : heal       : Sniper                    : Sniper                    : Relgor's Restorative Elixir :              :              : 3     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 12    
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:48 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:49 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:49 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:49 : heal       : Hero                      : Hero                      : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:18:59 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:18:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:00 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:00 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:01 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:01 : heal       : PonyV                     : PonyV                     : Relgor's Restorative Elixir :              :              : 4     
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 27    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 27    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:20 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:20 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:21 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:21 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:21 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:21 : heal       : Relent                    : Relent                    : Relgor's Restorative Elixir :              :              : 11    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 25    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 10    
16:19:21 : heal       : Zoomy                     : Zoomy                     : Relgor's Restorative Elixir :              :              : 10    
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:21 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:22 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:22 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:22 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:22 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:22 : heal       : Dyestan                   : Dyestan                   : Relgor's Restorative Elixir :              :              : 4     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:19:36 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:51 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:52 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:53 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:19:54 : heal       : occifer                   : occifer                   : Relgor's Restorative Elixir :              :              : 12    
16:20:16 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:20:16 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:16 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:16 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:17 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:17 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:17 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
16:20:17 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 12    
