Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: Apos
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.+)[r']+[s]? (?<ability>.+'+.+) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:06 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:07 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:08 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:09 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 11    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:16 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:28 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:30 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:30 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 10    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 27    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:31 : heal       : Dispel                    : Dispel                    : Relgor's Restorative Elixir :              :              : 11    
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:41 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 11    
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 11    
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:42 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:42 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:43 : heal       : HuntyPet                  : HuntyPet                  : Relgor's Restorative Elixir :              :              : 27    
16:14:43 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:43 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:43 : heal       : TyyppVee                  : TyyppVee                  : Relgor's Restorative Elixir :              :              : 4     
16:14:51 : heal       : DayWalker                 : DayWalker                 : Stalker's Resiliance      :              :              : 213   
16:14:52 : heal       : DayWalker                 : DayWalker                 : Stalker's Resiliance      :              :              : 212   
16:15:13 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 6     
16:15:13 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 6     
16:15:13 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:14 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:15:14 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:15 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:15:15 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:15 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:15:15 : heal       : vVv                       : vVv                       : Relgor's Restorative Elixir :              :              : 4     
16:15:24 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:24 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:24 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:25 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:25 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:25 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:25 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:26 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 6     
16:15:26 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:32 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:33 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:33 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
