Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Power :: Execute
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?) (?<type>execute)s? [\Wa]?(?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:43:21 : execute    : kwx                       :                           : Grounding Shot            :              :              :       
01:43:21 : execute    : TyyppVee                  :                           : Shot to the Leg           :              :              :       
01:43:21 : execute    : HuntyPet                  :                           : Wyvern's Sting            :              :              :       
01:43:22 : execute    : Dispel                    :                           : Naargal's Dart            :              :              :       
01:43:22 : execute    : Dispel                    :                           : Wyvern's Sting            :              :              :       
01:43:22 : execute    : Dispel                    :                           : Kenaryn's Mark            :              :              :       
01:43:22 : execute    : TyyppVee                  :                           : Kenaryn's Mark            :              :              :       
01:43:22 : execute    : Andre                     :                           : Grounding Shot            :              :              :       
01:43:22 : execute    : Andre                     :                           : Wyvern's Sting            :              :              :       
01:43:22 : execute    : TyyppVee                  :                           : Shot to the Leg           :              :              :       
01:43:22 : execute    : Dispel                    :                           : Naargal's Dart            :              :              :       
01:43:22 : execute    : Andre                     :                           : Hornet's Sting            :              :              :       
01:43:23 : execute    : Andre                     :                           : Wicked Barb               :              :              :       
01:43:23 : execute    : Dispel                    :                           : Kenaryn's Mark            :              :              :       
01:43:30 : execute    : HuntyPet                  :                           : Naargal's Dart            :              :              :       
01:43:32 : execute    : HuntyPet                  :                           : Thirsty Arrow             :              :              :       
01:43:32 : execute    : TyyppVee                  :                           : Kenaryn's Mark            :              :              :       
01:43:33 : execute    : HuntyPet                  :                           : Shot to the Leg           :              :              :       
01:43:33 : execute    : HuntyPet                  :                           : Kenaryn's Mark            :              :              :       
01:43:33 : execute    : TyyppVee                  :                           : Kenaryn's Mark            :              :              :       
01:43:34 : execute    : HuntyPet                  :                           : Eagle's Aim               :              :              :       
01:43:34 : execute    : Dispel                    :                           : Naargal's Dart            :              :              :       
01:43:34 : execute    : TyyppVee                  :                           : Kenaryn's Mark            :              :              :       
01:43:34 : execute    : HuntyPet                  :                           : Shot to the Leg           :              :              :       
01:43:41 : execute    : CountHyde                 :                           : Chant of the Dwarves      :              :              :       
01:43:41 : execute    : DRChuckIt                 :                           : Heavy Haft                :              :              :       
01:43:41 : execute    : CloudA                    :                           : Thirsty Arrow             :              :              :       
01:43:42 : execute    : DRChuckIt                 :                           : Kneeshot                  :              :              :       
01:43:42 : execute    : Ninja                     :                           : Circle Swing              :              :              :       
01:43:42 : execute    : You prepare to            :                           : Bruising Strike           :              :              :       
01:43:42 : execute    : You                       :                           : Bruising Strike           :              :              :       
01:43:42 : execute    : DRChuckIt                 :                           : Mark of Shame             :              :              :       
01:43:42 : execute    : Ninja                     :                           : Spinning Block            :              :              :       
01:43:42 : execute    : You prepare to            :                           : Spinning Block            :              :              :       
01:43:42 : execute    : You                       :                           : Spinning Block            :              :              :       
01:43:42 : execute    : Ninja                     :                           : Smash                     :              :              :       
01:43:42 : execute    : DRChuckIt                 :                           : Sunder                    :              :              :       
01:43:43 : execute    : You prepare to            :                           : Aim for the Arm           :              :              :       
01:43:43 : execute    : Ninja                     :                           : Chant of the Dwarves      :              :              :       
01:43:43 : execute    : You                       :                           : Aim for the Arm           :              :              :       
01:43:43 : execute    : Bearable                  :                           : Chant of the Dwarves      :              :              :       
01:43:43 : execute    : SKERD                     :                           : Sword of Saint Malorn     :              :              :       
01:43:43 : execute    : You prepare to            :                           : Kneeshot                  :              :              :       
01:43:43 : execute    : Soda                      :                           : Smash                     :              :              :       
01:43:43 : execute    : You                       :                           : Kneeshot                  :              :              :       
01:43:43 : execute    : Ninja                     :                           : Shield Ringer             :              :              :       
01:43:43 : execute    : Ninja                     :                           : Kneeshot                  :              :              :       
01:43:44 : execute    : DRChuckIt                 :                           : Bury the Hatchet          :              :              :       
01:43:44 : execute    : You prepare to            :                           : Mark of Shame             :              :              :       
01:43:44 : execute    : Bearable                  :                           : Hammer Time               :              :              :       
01:43:44 : execute    : You                       :                           : Mark of Shame             :              :              :       
01:43:44 : execute    : Ninja                     :                           : Mark of Shame             :              :              :       
01:43:44 : execute    : DRChuckIt                 :                           : Aim for the Arm           :              :              :       
01:43:44 : execute    : MyosMoo                   :                           : Sunder                    :              :              :       
01:43:44 : execute    : Ninja                     :                           : Aim for the Arm           :              :              :       
01:43:44 : execute    : Bearable                  :                           : Thurin's Rebuke           :              :              :       
01:43:44 : execute    : You prepare to            :                           : Smash                     :              :              :       
01:43:44 : execute    : You                       :                           : Smash                     :              :              :       
01:43:44 : execute    : TyypeVee                  :                           : Bruising Strike           :              :              :       
01:43:44 : execute    : Ninja                     :                           : Batter                    :              :              :       
01:43:44 : execute    : You prepare to            :                           : Circle Swing              :              :              :       
01:43:44 : execute    : You                       :                           : Circle Swing              :              :              :       
01:43:45 : execute    : You prepare to            :                           : Shield Ringer             :              :              :       
01:43:45 : execute    : You                       :                           : Shield Ringer             :              :              :       
01:43:45 : execute    : TyypeVee                  :                           : Kneeshot                  :              :              :       
01:43:45 : execute    : Bearable                  :                           : Bear-Lord's Might         :              :              :       
01:43:45 : execute    : You prepare to            :                           : Batter                    :              :              :       
01:43:45 : execute    : You                       :                           : Batter                    :              :              :       
01:43:45 : execute    : You prepare to            :                           : Bruising Strike           :              :              :       
01:43:45 : execute    : TyypeVee                  :                           : Spinning Block            :              :              :       
01:43:45 : execute    : You                       :                           : Bruising Strike           :              :              :       
01:43:45 : execute    : MyosMoo                   :                           : Ravage                    :              :              :       
01:43:45 : execute    : DRChuckIt                 :                           : Skinning Strike           :              :              :       
01:43:45 : execute    : Bearable                  :                           : Overbearing Strike        :              :              :       
01:43:45 : execute    : SKERD                     :                           : Red Blade                 :              :              :       
01:43:46 : execute    : You prepare to            :                           : Spinning Block            :              :              :       
01:43:46 : execute    : DRChuckIt                 :                           : Heavy Haft                :              :              :       
01:43:46 : execute    : You                       :                           : Spinning Block            :              :              :       
01:43:46 : execute    : TyypeVee                  :                           : Circle Swing              :              :              :       
01:43:46 : execute    : You prepare to            :                           : Aim for the Arm           :              :              :       
01:43:46 : execute    : DRChuckIt                 :                           : Kneeshot                  :              :              :       
01:43:46 : execute    : SKERD                     :                           : Sword of Saint Malorn     :              :              :       
01:43:46 : execute    : You                       :                           : Aim for the Arm           :              :              :       
01:43:46 : execute    : You prepare to            :                           : Kneeshot                  :              :              :       
01:43:46 : execute    : You                       :                           : Kneeshot                  :              :              :       
01:43:46 : execute    : TyypeVee                  :                           : Smash                     :              :              :       
01:43:46 : execute    : Ninja                     :                           : Chant of the Dwarves      :              :              :       
01:43:46 : execute    : Soda                      :                           : Circle Swing              :              :              :       
01:43:46 : execute    : DRChuckIt                 :                           : Mark of Shame             :              :              :       
01:43:46 : execute    : TyypeVee                  :                           : Shield Ringer             :              :              :       
01:43:46 : execute    : Ninja                     :                           : Circle Swing              :              :              :       
01:43:47 : execute    : DRChuckIt                 :                           : Sunder                    :              :              :       
01:43:47 : execute    : Soda                      :                           : Smash                     :              :              :       
