Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Damage :: Spell
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']{1}[s]* (?<ability>.*?) (?<type>\w{3,11}?)s (?<target>.*) for (?<value>\d*) .*[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:42:55 : Thorn      : CJW                       : impales Vashteera's Thrall : Hedge of                  :              :              : 122   
01:42:55 : shock      : CJW                       : Dispel                    : Call Lightning            :              :              : 830   
01:42:55 : shock      : CJW                       : you                       : Call Lightning            :              :              : 315   
01:42:55 : shock      : CJW                       : Vashteera's Thrall        : Call Lightning            :              :              : 409   
01:42:55 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 235   
01:42:55 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 24    
01:42:55 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 32    
01:42:55 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 115   
01:42:55 : Thorn      : CJW                       : impales Vashteera's Thrall : Hedge of                  :              :              : 203   
01:42:55 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 148   
01:42:55 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 270   
01:42:55 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 26    
01:42:55 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 34    
01:42:55 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 141   
01:42:56 : Thorn      : CJW                       : impales Vashteera's Thrall : Hedge of                  :              :              : 152   
01:42:56 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 109   
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 313   
01:42:56 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 25    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 33    
01:42:56 : poison     : Someone                   : dnst ' NZSP              : Steal Breath              :              :              : 174   
01:42:56 : Thorn      : Someone                   : impales Vashteera's Thrall : Hedge of                  :              :              : 202   
01:42:56 : Thorn      : Someone                   : impales you               : Hedge of                  :              :              : 129   
01:42:56 : Thorn      : Someone                   : impales Dispel Cobra      : Hedge of                  :              :              : 115   
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 249   
01:42:56 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 26    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 35    
01:42:56 : poison     : TyyppVee                  : dnst                      : Steal Breath              :              :              : 186   
01:42:56 : Thorn      : Someone                   : impales Vashteera's Thrall : Hedge of                  :              :              : 207   
01:42:56 : Thorn      : Someone                   : impales you               : Hedge of                  :              :              : 140   
01:42:56 : Thorn      : Someone                   : impales Dispel Cobra      : Hedge of                  :              :              : 87    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 205   
01:42:56 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 25    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 34    
01:42:56 : poison     : TyyppVee                  : dnst                      : Steal Breath              :              :              : 159   
01:42:56 : Thorn      : CJW                       : impales Vashteera's Thrall : Hedge of                  :              :              : 204   
01:42:56 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 175   
01:42:56 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 119   
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 252   
01:42:56 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 25    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 34    
01:42:56 : poison     : TyyppVee                  : dnst                      : Steal Breath              :              :              : 286   
01:42:56 : strike     : TyyppVee                  : dnst                      : holy weapon               :              :              : 525   
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 245   
01:42:56 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 24    
01:42:56 : burn       : dnst                      : Dispel                    : Cleansing Flame           :              :              : 33    
01:42:56 : freeze     : HuntyPet                  : dnst                      : Fury of Ice               :              :              : 429   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 285   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 518   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 510   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 476   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 613   
01:42:58 : poison     : Dispel                    : Novac Bellugh Nuathal Priest : Poison Damage Over Time   :              :              : 370   
01:42:58 : freeze     : TyyppVee                  : Novac Bellugh Nuathal Priest : Shadow Bolt               :              :              : 471   
01:42:59 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 315   
01:42:59 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 354   
01:43:00 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 397   
01:43:00 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 287   
01:43:01 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 355   
01:43:01 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 356   
01:43:02 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 339   
01:43:02 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 377   
01:43:04 : burn       : Dispel                    : Rain                      : fire                      :              :              : 171   
01:43:04 : burn       : Dispel                    : Rain                      : fire                      :              :              : 158   
01:43:04 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 195   
01:43:04 : strike     : blackgurl                 : you                       : Mage Bolt                 :              :              : 440   
01:43:04 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 191   
01:43:04 : shock      : wreck                     : Dispel                    : Call Storm                :              :              : 398   
01:43:04 : shock      : wreck                     : you                       : Call Storm                :              :              : 90    
01:43:04 : shock      : wreck                     : sudo                      : Call Storm                :              :              : 356   
01:43:04 : shock      : wreck                     : HuntyPet                  : Call Storm                :              :              : 453   
01:43:04 : shock      : wreck                     : Bambi                     : Call Storm                :              :              : 445   
01:43:04 : strike     : Dispel                    : Rain                      : holy weapon               :              :              : 187   
01:43:04 : strike     : blackgurl                 : TyyppVee                  : Mage Bolt                 :              :              : 163   
01:43:04 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 90    
01:43:04 : strike     : Dispel                    : Rain                      : holy weapon               :              :              : 274   
01:43:04 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 214   
01:43:04 : strike     : Dispel                    : Rain                      : holy weapon               :              :              : 304   
01:43:04 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 82    
01:43:04 : burn       : HuntyPet                  : blackgurl                 : fire                      :              :              : 332   
01:43:04 : strike     : Dispel                    : blackgurl                 : holy weapon               :              :              : 347   
01:43:05 : shock      : wreck                     : Dispel                    : Call Storm                :              :              : 425   
01:43:05 : shock      : wreck                     : HuntyPet                  : Call Storm                :              :              : 459   
01:43:05 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 98    
01:43:05 : poison     : HuntyPet                  : blackgurl                 : Poison Damage Over Time   :              :              : 239   
01:43:05 : strike     : TyyppVee                  : blackgurl                 : holy weapon               :              :              : 564   
01:43:05 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 117   
01:43:05 : poison     : HuntyPet                  : blackgurl                 : Poison Damage Over Time   :              :              : 197   
01:43:05 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 73    
01:43:06 : freeze     : TyyppVee                  : KSlater                   : Shadow Bolt               :              :              : 329   
01:43:06 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 148   
01:43:06 : burn       : Dispel                    : wreck                     : fire                      :              :              : 537   
01:43:06 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 61    
01:43:06 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 145   
01:43:06 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 94    
01:43:06 : freeze     : HuntyPet                  : Bambi                     : Fury of Ice               :              :              : 333   
01:43:06 : burn       : Dispel                    : Bambi                     : fire                      :              :              : 672   
01:43:06 : freeze     : TyyppVee                  : KSlater                   : Shadow Bolt               :              :              : 286   
01:43:06 : freeze     : TyyppVee                  : KSlater                   : Shadow Bolt               :              :              : 506   
01:43:06 : hurt       : blackgurl                 : TyyppVee                  : Sign of Sorthoth          :              :              : 159   
01:43:07 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 85    
01:43:07 : freeze     : TyyppVee                  : KSlater                   : Shadow Bolt               :              :              : 314   
01:43:07 : freeze     : TyyppVee                  : KSlater                   : Shadow Bolt               :              :              : 324   
01:43:07 : burn       : Dispel                    : Bambi                     : fire                      :              :              : 716   
01:43:07 : poison     : TyyppVee                  : Bambi                     : Steal Breath              :              :              : 191   
01:43:07 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 69    
01:43:07 : shock      : wreck                     : you                       : Call Storm                :              :              : 76    
01:43:07 : strike     : TyyppVee                  : Bambi                     : holy weapon               :              :              : 518   
01:43:07 : poison     : TyyppVee                  : Bambi                     : Steal Breath              :              :              : 183   
01:43:07 : strike     : Dispel                    : Bambi                     : holy weapon               :              :              : 408   
01:43:07 : freeze     : TyyppVee                  : Bambi                     : Shadow Bolt               :              :              : 334   
01:43:07 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 69    
01:43:07 : freeze     : TyyppVee                  : Bambi                     : Shadow Bolt               :              :              : 350   
01:43:08 : freeze     : TyyppVee                  : Bambi                     : Shadow Bolt               :              :              : 392   
01:43:08 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 52    
01:43:08 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 80    
01:43:08 : poison     : TyyppVee                  : wreck                     : Steal Breath              :              :              : 139   
01:43:08 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 59    
01:43:08 : freeze     : TyyppVee                  : wreck                     : Shadow Bolt               :              :              : 429   
01:43:08 : freeze     : TyyppVee                  : wreck                     : Shadow Bolt               :              :              : 375   
01:43:08 : poison     : TyyppVee                  : wreck                     : Steal Breath              :              :              : 211   
01:43:09 : freeze     : TyyppVee                  : wreck                     : Shadow Bolt               :              :              : 533   
01:43:09 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 38    
01:43:09 : freeze     : TyyppVee                  : wreck                     : Shadow Bolt               :              :              : 560   
01:43:09 : buffet     : wreck                     : you                       : Fury of Wind              :              :              : 33    
01:43:09 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 42    
01:43:09 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 18    
01:43:09 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 297   
01:43:09 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 29    
01:43:10 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 374   
01:43:10 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 336   
01:43:10 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 308   
01:43:10 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 364   
01:43:11 : burn       : TyyppVee                  : Guard Tower               : Demolishing Spell         :              :              : 300   
01:43:14 : burn       : Dispel                    : Rain                      : fire                      :              :              : 131   
01:43:14 : strike     : TyyppVee                  : Rain                      : poisonous weapon          :              :              : 862   
01:43:15 : strike     : TyyppVee                  : Rain                      : poisonous weapon          :              :              : 1001  
01:43:15 : strike     : Dispel                    : Rain                      : holy weapon               :              :              : 345   
01:43:15 : burn       : HuntyPet                  : Rain                      : fire                      :              :              : 53    
01:43:15 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 24    
01:43:15 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 110   
01:43:15 : poison     : TyyppVee                  : Bambi                     : Steal Breath              :              :              : 196   
01:43:15 : strike     : Dispel                    : Bambi                     : holy weapon               :              :              : 337   
01:43:15 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 46    
01:43:15 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 115   
01:43:15 : poison     : TyyppVee                  : Bambi                     : Steal Breath              :              :              : 283   
01:43:15 : strike     : TyyppVee                  : Bambi                     : holy weapon               :              :              : 388   
01:43:15 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 130   
01:43:15 : strike     : blackgurl                 : TyyppVee                  : Mage Bolt                 :              :              : 453   
01:43:16 : burn       : Dispel                    : Bambi                     : fire                      :              :              : 903   
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Lesser Mage Bolt          :              :              : 134   
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Mage Bolt                 :              :              : 245   
01:43:16 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 29    
01:43:16 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 102   
01:43:16 : poison     : TyyppVee                  : Bambi                     : Steal Breath              :              :              : 351   
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Lesser Mage Bolt          :              :              : 135   
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Lesser Mage Bolt          :              :              : 118   
01:43:16 : burn       : HuntyPet                  : Bambi                     : fire                      :              :              : 1047  
01:43:16 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 101   
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Mage Bolt                 :              :              : 420   
01:43:16 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 27    
01:43:16 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 136   
01:43:16 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 97    
01:43:16 : strike     : blackgurl                 : TyyppVee                  : Lesser Mage Bolt          :              :              : 124   
01:43:17 : strike     : HuntyPet                  : blackgurl                 : holy weapon               :              :              : 457   
01:43:17 : strike     : TyyppVee                  : blackgurl                 : poisonous weapon          :              :              : 1139  
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 40    
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 177   
01:43:17 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 101   
01:43:17 : poison     : Dispel                    : blackgurl                 : Poison Damage Over Time   :              :              : 176   
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 20    
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 137   
01:43:17 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 57    
01:43:17 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 20    
01:43:17 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 88    
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 18    
01:43:17 : burn       : blackgurl                 : TyyppVee                  : Bloodfire                 :              :              : 119   
01:43:17 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 73    
01:43:17 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 31    
01:43:17 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 76    
01:43:18 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 67    
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 37    
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 59    
01:43:18 : poison     : TyyppVee                  : Rain                      : Steal Breath              :              :              : 210   
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 35    
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 84    
01:43:18 : strike     : Dispel                    : Rain                      : holy weapon               :              :              : 301   
01:43:18 : burn       : Dispel                    : Rain                      : fire                      :              :              : 84    
01:43:18 : poison     : TyyppVee                  : Rain                      : Steal Breath              :              :              : 185   
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 22    
01:43:18 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 113   
01:43:18 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 83    
01:43:19 : poison     : TyyppVee                  : Rain                      : Steal Breath              :              :              : 230   
01:43:19 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 17    
01:43:19 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 32    
01:43:19 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 227   
01:43:19 : freeze     : TyyppVee                  : Rain                      : Shadow Bolt               :              :              : 70    
01:43:19 : poison     : HuntyPet                  : Rain                      : Poison Damage Over Time   :              :              : 167   
01:43:19 : poison     : TyyppVee                  : Rain                      : Steal Breath              :              :              : 201   
01:43:19 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 22    
01:43:19 : burn       : wreck                     : Dispel                    : Bloodfire                 :              :              : 73    
01:43:19 : poison     : HuntyPet                  : Rain                      : Poison Damage Over Time   :              :              : 179   
01:43:19 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 87    
01:43:19 : poison     : TyyppVee                  : Rain                      : Steal Breath              :              :              : 293   
01:43:19 : burn       : Dispel                    : Rain                      : fire                      :              :              : 491   
01:43:19 : poison     : HuntyPet                  : Rain                      : Poison Damage Over Time   :              :              : 233   
01:43:19 : burn       : Dispel                    : Rain                      : fire                      :              :              : 292   
01:43:19 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 136   
01:43:20 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 81    
01:43:20 : freeze     : HuntyPet                  : KSlater                   : Fury of Ice               :              :              : 454   
01:43:20 : strike     : Dispel                    : KSlater                   : holy weapon               :              :              : 383   
01:43:20 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 126   
01:43:20 : burn       : HuntyPet                  : KSlater                   : fire                      :              :              : 258   
01:43:20 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 105   
01:43:20 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 130   
01:43:20 : shock      : wreck                     : sudo                      : Call Storm                :              :              : 280   
01:43:20 : shock      : wreck                     : TyyppVee                  : Call Storm                :              :              : 139   
01:43:20 : shock      : wreck                     : HuntyPet                  : Call Storm                :              :              : 355   
01:43:21 : buffet     : wreck                     : TyyppVee                  : Fury of Wind              :              :              : 85    
01:43:21 : poison     : Dispel                    : wreck                     : Poison Damage Over Time   :              :              : 239   
01:43:21 : poison     : Dispel                    : wreck                     : Poison Damage Over Time   :              :              : 216   
01:43:21 : strike     : kwx                       : Dispel                    : holy weapon               :              :              : 1840  
01:43:21 : poison     : HuntyPet                  : kwx                       : Poison Damage Over Time   :              :              : 173   
01:43:22 : poison     : Dispel                    : kwx                       : Poison Damage Over Time   :              :              : 212   
01:43:22 : poison     : Dispel                    : kwx                       : Poison Damage Over Time   :              :              : 206   
01:43:22 : poison     : TyyppVee                  : kwx                       : Steal Breath              :              :              : 204   
01:43:22 : poison     : Dispel                    : kwx                       : Poison Damage Over Time   :              :              : 278   
01:43:22 : poison     : TyyppVee                  : kwx                       : Steal Breath              :              :              : 200   
01:43:23 : poison     : TyyppVee                  : Andre                     : Steal Breath              :              :              : 182   
01:43:23 : poison     : Dispel                    : Andre                     : Poison Damage Over Time   :              :              : 277   
01:43:23 : poison     : TyyppVee                  : Andre                     : Steal Breath              :              :              : 164   
01:43:23 : poison     : Dispel                    : Andre                     : Poison Damage Over Time   :              :              : 281   
01:43:23 : freeze     : TyyppVee                  : Andre                     : Shadow Bolt               :              :              : 429   
01:43:23 : freeze     : TyyppVee                  : Andre                     : Shadow Bolt               :              :              : 450   
01:43:23 : freeze     : TyyppVee                  : Andre                     : Shadow Bolt               :              :              : 444   
01:43:30 : strike     : HuntyPet                  : syszj                     : holy weapon               :              :              : 450   
01:43:30 : strike     : Dispel                    : syszj                     : holy weapon               :              :              : 374   
01:43:30 : burn       : HuntyPet                  : syszj                     : fire                      :              :              : 794   
01:43:30 : freeze     : HuntyPet                  : syszj                     : Fury of Ice               :              :              : 420   
01:43:30 : freeze     : TyyppVee                  : syszj                     : Shadow Bolt               :              :              : 339   
01:43:30 : smite      : FYasz                     : you                       : Censure                   :              :              : 625   
01:43:30 : freeze     : TyyppVee                  : syszj                     : Shadow Bolt               :              :              : 288   
01:43:31 : strike     : HuntyPet                  : syszj                     : holy weapon               :              :              : 455   
01:43:31 : freeze     : TyyppVee                  : syszj                     : Shadow Bolt               :              :              : 360   
01:43:31 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 418   
01:43:31 : freeze     : TyyppVee                  : syszj                     : Shadow Bolt               :              :              : 324   
01:43:31 : smite      : SPF                       : you                       : Censure                   :              :              : 827   
01:43:31 : smite      : FYasz                     : you                       : Censure                   :              :              : 526   
01:43:31 : smite      : SPF                       : you                       : Censure                   :              :              : 722   
01:43:31 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 337   
01:43:31 : smite      : MDAZJ                     : you                       : Censure                   :              :              : 1042  
01:43:31 : smite      : SPF                       : you                       : Censure                   :              :              : 930   
01:43:31 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 204   
01:43:31 : smite      : SPF                       : you                       : Censure                   :              :              : 908   
01:43:31 : poison     : TyyppVee                  : MDAZJ                     : Steal Breath              :              :              : 285   
01:43:31 : smite      : SPF                       : you                       : Censure                   :              :              : 906   
01:43:32 : smite      : MDAZJ                     : you                       : Censure                   :              :              : 1103  
01:43:32 : freeze     : TyyppVee                  : MDAZJ                     : Shadow Bolt               :              :              : 719   
01:43:32 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 195   
01:43:32 : burn       : HuntyPet                  : MDAZJ                     : fire                      :              :              : 714   
01:43:32 : smite      : SPF                       : you                       : Censure                   :              :              : 891   
01:43:32 : smite      : SPF                       : you                       : Censure                   :              :              : 808   
01:43:32 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 185   
01:43:32 : smite      : FYasz                     : you                       : Censure                   :              :              : 483   
01:43:32 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 151   
01:43:32 : smite      : FYasz                     : you                       : Censure                   :              :              : 482   
01:43:32 : hurt       : MDAZJ                     : you                       : Mark of The All-Father    :              :              : 215   
01:43:33 : poison     : TyyppVee                  : FYasz                     : Steal Breath              :              :              : 221   
01:43:33 : freeze     : TyyppVee                  : FYasz                     : Shadow Bolt               :              :              : 568   
01:43:33 : poison     : TyyppVee                  : FYasz                     : Steal Breath              :              :              : 334   
01:43:33 : freeze     : TyyppVee                  : FYasz                     : Shadow Bolt               :              :              : 664   
01:43:33 : strike     : HuntyPet                  : FYasz                     : holy weapon               :              :              : 521   
01:43:33 : freeze     : TyyppVee                  : FYasz                     : Shadow Bolt               :              :              : 563   
01:43:34 : freeze     : TyyppVee                  : FYasz                     : Shadow Bolt               :              :              : 527   
01:43:34 : poison     : TyyppVee                  : SPF                       : Steal Breath              :              :              : 270   
01:43:34 : poison     : Dispel                    : SPF                       : Poison Damage Over Time   :              :              : 370   
01:43:34 : freeze     : TyyppVee                  : SPF                       : Shadow Bolt               :              :              : 510   
01:43:34 : poison     : TyyppVee                  : SPF                       : Steal Breath              :              :              : 277   
01:43:34 : strike     : TyyppVee                  : SPF                       : holy weapon               :              :              : 1225  
01:43:34 : freeze     : TyyppVee                  : SPF                       : Shadow Bolt               :              :              : 702   
01:43:34 : strike     : TyyppVee                  : SPF                       : poisonous weapon          :              :              : 1757  
01:43:34 : freeze     : TyyppVee                  : SPF                       : Shadow Bolt               :              :              : 586   
01:43:41 : hurt       : Nibenay                   : Luke                      : Psychic Shout             :              :              : 379   
01:43:41 : hurt       : Nibenay                   : Luke                      : Mind Strike               :              :              : 415   
01:43:42 : poison     : Someone                   : CountHyde                 : Steal Breath              :              :              : 88    
01:43:42 : hurt       : Nibenay                   : CloudA                    : Mind Strike               :              :              : 447   
01:43:42 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 228   
01:43:42 : freeze     : lover                     : Nibenay                   : Shadow Bolt               :              :              : 279   
01:43:42 : strike     : CloudA                    : Ponch                     : poisonous weapon          :              :              : 683   
01:43:42 : freeze     : Mephistopheles            : CountHyde                 : Shadow Bolt               :              :              : 146   
01:43:42 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 241   
01:43:42 : poison     : Mephistopheles            : CountHyde                 : Steal Breath              :              :              : 78    
01:43:42 : poison     : TyyppVee                  : Ponch                     : Steal Breath              :              :              : 175   
01:43:42 : freeze     : Mephistopheles            : CountHyde                 : ice                       :              :              : 289   
01:43:42 : freeze     : Mephistopheles            : CountHyde                 : Shadow Bolt               :              :              : 152   
01:43:42 : strike     : CloudA                    : Ponch                     : poisonous weapon          :              :              : 847   
01:43:42 : poison     : CloudA                    : Ponch                     : Steal Breath              :              :              : 162   
01:43:43 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 220   
01:43:43 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 238   
01:43:43 : burn       : SKERD                     : Ponch                     : fire                      :              :              : 147   
01:43:43 : poison     : Mephistopheles            : CountHyde                 : Steal Breath              :              :              : 72    
01:43:43 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 245   
01:43:43 : blast      : DayWalker                 : CountHyde                 : Fling Holy Water          :              :              : 230   
01:43:43 : poison     : Someone                   : Bearable                  : Steal Breath              :              :              : 125   
01:43:43 : poison     : TyyppVee                  : DayWalker                 : Steal Breath              :              :              : 136   
01:43:44 : engulf     : CloudA                    : Bearable                  : darnkness                 :              :              : 582   
01:43:44 : smite      : Marco                     : CloudA                    : Censure                   :              :              : 659   
01:43:44 : freeze     : Peking                    : Bearable                  : Shadow Bolt               :              :              : 253   
01:43:44 : poison     : Peking                    : Bearable                  : Steal Breath              :              :              : 135   
01:43:44 : freeze     : Peking                    : Bearable                  : Shadow Bolt               :              :              : 223   
01:43:44 : smite      : Marco                     : CloudA                    : Censure                   :              :              : 646   
01:43:44 : poison     : TyyppVee                  : DayWalker                 : Steal Breath              :              :              : 159   
