Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Power :: Execute-prepare
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?) (?<event_type>prepare) to (?<type>execute)s? [\Wa]*(?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:19:08 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:08 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:19:09 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:10 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:10 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:10 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:11 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:11 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:11 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:12 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:12 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:19:12 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:13 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:13 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:19:13 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:13 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:14 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:14 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:22 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:22 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:24 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:24 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:24 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:25 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:25 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:26 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:26 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:26 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:19:27 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:27 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:29 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:29 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:29 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:30 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:30 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:30 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:31 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:31 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
