Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Drain :: Backstab
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*?) (?<type>.*?)[e]?[s]? (?<value>\d*) points of (?<event_type>.*?)\W?damage from (?<source>\w*)[r']?[s]? (?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:18:04 : suffer     : Fzoul                     : Bourbon                   : poison                    :              :              : 187   
16:18:05 : suffer     : Fzoul                     : Bourbon                   : poison                    :              :              : 178   
16:18:05 : suffer     : Fzoul                     : Bourbon                   : poison                    :              :              : 177   
16:18:06 : suffer     : Fzoul                     : Bourbon                   : poison                    :              :              : 146   
16:18:41 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:41 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:41 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:42 : suffer     : SOMEONE                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:42 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:42 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:43 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:43 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:43 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:43 : suffer     : Redneck                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:43 : suffer     : SOMEONE                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:44 : suffer     : SOMEONE                   : Jill                      : Pellegorn poison          :              :              : 89    
16:18:45 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:45 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:45 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:46 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:46 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : Redneck                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:18:47 : suffer     : SOMEONE                   : Sax                       : Magusbane poison          : mana         :              : 35    
16:22:32 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 151   
16:22:33 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 151   
16:22:34 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 151   
16:22:34 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:34 : TREETARD suffer : SOMEONE                   : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:35 : TREETARD suffer : SOMEONE                   : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:35 : TREETARD suffer : SOMEONE                   : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:36 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:36 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:37 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:38 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:39 : suffer     : FireAS                    : TOGNAAR                   : Pellegorn poison          :              :              : 163   
16:22:41 : suffer     : FireAS                    : tickles                   : Pellegorn poison          :              :              : 153   
