Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: CatchAll
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']?[s]? (?<ability>.*) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : Drooley                   : Long                      : Divine Recovery           :              :              : 203   
16:12:57 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:57 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:57 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 287   
16:12:57 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 317   
16:12:57 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 259   
16:12:57 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 288   
16:12:57 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 280   
16:12:57 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 290   
16:12:57 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 229   
16:12:57 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 308   
16:12:57 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 312   
16:12:58 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:58 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:58 : heal       : BigBlackBen               : BigBlackBen               : Sublimation of Garlic     :              :              : 83    
16:12:58 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:58 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:58 : heal       : Drooley                   : Long                      : Divine Recovery           :              :              : 225   
16:12:58 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 216   
16:12:58 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 286   
16:12:58 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 238   
16:12:58 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 327   
16:12:58 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 290   
16:12:58 : heal       : Vashtur                   : Vashtur                   : Sublimation of Garlic     :              :              : 94    
16:12:58 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 292   
16:12:58 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 253   
16:12:58 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 242   
16:12:58 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 334   
16:12:58 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 250   
16:12:58 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 259   
16:12:58 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 236   
16:12:58 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 263   
16:12:58 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 293   
16:12:58 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 255   
16:12:58 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 279   
16:12:58 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 281   
16:12:58 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 196   
16:12:58 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 267   
16:12:58 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 242   
16:12:58 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 279   
16:12:58 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 232   
16:12:58 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 239   
16:12:58 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 266   
16:12:58 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 255   
16:12:58 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 238   
16:12:58 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 268   
16:12:58 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 188   
16:12:58 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 271   
